Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.07611973583698273,6,6,200
Sample_1,Expert_2,0.2366233617067337,6,6,200
Sample_1,Expert_3,0.6701859831809998,6,6,200
Sample_1,Expert_4,0.01707097701728344,6,6,200
Sample_2,Expert_1,0.03670985996723175,8,6,200
Sample_2,Expert_2,0.02118045836687088,8,6,200
Sample_2,Expert_3,0.03112778067588806,8,6,200
Sample_2,Expert_4,0.9109819531440735,8,6,200
Sample_3,Expert_1,0.8396875858306885,4,6,200
Sample_3,Expert_2,0.03376326709985733,4,6,200
Sample_3,Expert_3,0.046019166707992554,4,6,200
Sample_3,Expert_4,0.08053001016378403,4,6,200
Sample_4,Expert_1,0.531141459941864,9,6,200
Sample_4,Expert_2,0.009523237124085426,9,6,200
Sample_4,Expert_3,0.18578796088695526,9,6,200
Sample_4,Expert_4,0.27354732155799866,9,6,200
Sample_5,Expert_1,0.00541393319144845,6,6,200
Sample_5,Expert_2,0.2083670198917389,6,6,200
Sample_5,Expert_3,0.747728705406189,6,6,200
Sample_5,Expert_4,0.03849039599299431,6,6,200
Sample_6,Expert_1,0.05232258513569832,3,6,200
Sample_6,Expert_2,0.11410551518201828,3,6,200
Sample_6,Expert_3,0.3171556890010834,3,6,200
Sample_6,Expert_4,0.5164162516593933,3,6,200
Sample_7,Expert_1,0.09087790548801422,1,6,200
Sample_7,Expert_2,0.007943494245409966,1,6,200
Sample_7,Expert_3,0.8987104892730713,1,6,200
Sample_7,Expert_4,0.0024680220521986485,1,6,200
Sample_8,Expert_1,0.4841438829898834,4,6,200
Sample_8,Expert_2,0.002939661266282201,4,6,200
Sample_8,Expert_3,0.45178207755088806,4,6,200
Sample_8,Expert_4,0.06113439053297043,4,6,200
Sample_9,Expert_1,0.3959626853466034,1,6,200
Sample_9,Expert_2,0.0033469460904598236,1,6,200
Sample_9,Expert_3,0.5649650692939758,1,6,200
Sample_9,Expert_4,0.03572538495063782,1,6,200
Sample_10,Expert_1,0.11122197657823563,5,6,200
Sample_10,Expert_2,0.5187172293663025,5,6,200
Sample_10,Expert_3,0.11256340146064758,5,6,200
Sample_10,Expert_4,0.2574973702430725,5,6,200
Sample_11,Expert_1,0.007495184428989887,2,6,200
Sample_11,Expert_2,0.09461283683776855,2,6,200
Sample_11,Expert_3,0.04482031613588333,2,6,200
Sample_11,Expert_4,0.8530716896057129,2,6,200
Sample_12,Expert_1,0.186015784740448,6,6,200
Sample_12,Expert_2,0.12162807583808899,6,6,200
Sample_12,Expert_3,0.5315356254577637,6,6,200
Sample_12,Expert_4,0.16082051396369934,6,6,200
Sample_13,Expert_1,0.8382762670516968,4,6,200
Sample_13,Expert_2,0.0819801315665245,4,6,200
Sample_13,Expert_3,0.004040057770907879,4,6,200
Sample_13,Expert_4,0.07570350915193558,4,6,200
Sample_14,Expert_1,0.06419911980628967,2,6,200
Sample_14,Expert_2,0.18324792385101318,2,6,200
Sample_14,Expert_3,0.1525641232728958,2,6,200
Sample_14,Expert_4,0.5999888181686401,2,6,200
Sample_15,Expert_1,0.09621378779411316,2,6,200
Sample_15,Expert_2,0.1326565444469452,2,6,200
Sample_15,Expert_3,0.23545891046524048,2,6,200
Sample_15,Expert_4,0.5356707572937012,2,6,200
Sample_16,Expert_1,0.4500167667865753,7,6,200
Sample_16,Expert_2,0.0206096600741148,7,6,200
Sample_16,Expert_3,0.02995114214718342,7,6,200
Sample_16,Expert_4,0.4994223713874817,7,6,200
Sample_17,Expert_1,0.668831467628479,9,6,200
Sample_17,Expert_2,0.01275759469717741,9,6,200
Sample_17,Expert_3,0.2044888734817505,9,6,200
Sample_17,Expert_4,0.11392208933830261,9,6,200
Sample_18,Expert_1,0.23126471042633057,1,6,200
Sample_18,Expert_2,0.005378571804612875,1,6,200
Sample_18,Expert_3,0.5974866151809692,1,6,200
Sample_18,Expert_4,0.16587015986442566,1,6,200
Sample_19,Expert_1,0.7814109325408936,4,6,200
Sample_19,Expert_2,0.09146005660295486,4,6,200
Sample_19,Expert_3,0.08782961964607239,4,6,200
Sample_19,Expert_4,0.03929945454001427,4,6,200
Sample_20,Expert_1,0.5634702444076538,7,6,200
Sample_20,Expert_2,0.0432560071349144,7,6,200
Sample_20,Expert_3,0.015305830165743828,7,6,200
Sample_20,Expert_4,0.3779679238796234,7,6,200
Sample_21,Expert_1,0.11220701038837433,1,6,200
Sample_21,Expert_2,0.03172706440091133,1,6,200
Sample_21,Expert_3,0.7830736041069031,1,6,200
Sample_21,Expert_4,0.07299232482910156,1,6,200
Sample_22,Expert_1,0.004259573761373758,2,6,200
Sample_22,Expert_2,0.00954121071845293,2,6,200
Sample_22,Expert_3,0.04147341847419739,2,6,200
Sample_22,Expert_4,0.9447258114814758,2,6,200
Sample_23,Expert_1,0.33478736877441406,7,6,200
Sample_23,Expert_2,0.12617261707782745,7,6,200
Sample_23,Expert_3,0.2104029804468155,7,6,200
Sample_23,Expert_4,0.3286369740962982,7,6,200
Sample_24,Expert_1,0.018033919855952263,5,6,200
Sample_24,Expert_2,0.8412257432937622,5,6,200
Sample_24,Expert_3,0.017132027074694633,5,6,200
Sample_24,Expert_4,0.12360826134681702,5,6,200
Sample_25,Expert_1,0.06589014083147049,0,6,200
Sample_25,Expert_2,0.18688209354877472,0,6,200
Sample_25,Expert_3,0.6495447754859924,0,6,200
Sample_25,Expert_4,0.09768299758434296,0,6,200
Sample_26,Expert_1,0.6758852005004883,7,6,200
Sample_26,Expert_2,0.0650741383433342,7,6,200
Sample_26,Expert_3,0.07335107028484344,7,6,200
Sample_26,Expert_4,0.1856895238161087,7,6,200
Sample_27,Expert_1,0.10098784416913986,8,6,200
Sample_27,Expert_2,0.12316758185625076,8,6,200
Sample_27,Expert_3,0.05174966901540756,8,6,200
Sample_27,Expert_4,0.7240949273109436,8,6,200
Sample_28,Expert_1,0.670769989490509,4,6,200
Sample_28,Expert_2,0.04209356755018234,4,6,200
Sample_28,Expert_3,0.23120994865894318,4,6,200
Sample_28,Expert_4,0.05592653155326843,4,6,200
Sample_29,Expert_1,0.3484096825122833,7,6,200
Sample_29,Expert_2,0.04491721838712692,7,6,200
Sample_29,Expert_3,0.10703258961439133,7,6,200
Sample_29,Expert_4,0.49964049458503723,7,6,200
Sample_30,Expert_1,0.012896459549665451,3,6,200
Sample_30,Expert_2,0.02663995511829853,3,6,200
Sample_30,Expert_3,0.02118898369371891,3,6,200
Sample_30,Expert_4,0.9392746090888977,3,6,200
Sample_31,Expert_1,0.019817592576146126,5,6,200
Sample_31,Expert_2,0.6484744548797607,5,6,200
Sample_31,Expert_3,0.1273203045129776,5,6,200
Sample_31,Expert_4,0.20438764989376068,5,6,200
Sample_32,Expert_1,0.6172663569450378,4,6,200
Sample_32,Expert_2,0.13980498909950256,4,6,200
Sample_32,Expert_3,0.08566796034574509,4,6,200
Sample_32,Expert_4,0.15726061165332794,4,6,200
Sample_33,Expert_1,0.8508130311965942,9,6,200
Sample_33,Expert_2,0.05776830390095711,9,6,200
Sample_33,Expert_3,0.0042313034646213055,9,6,200
Sample_33,Expert_4,0.08718729019165039,9,6,200
Sample_34,Expert_1,0.002846650779247284,2,6,200
Sample_34,Expert_2,0.08299534022808075,2,6,200
Sample_34,Expert_3,0.36672258377075195,2,6,200
Sample_34,Expert_4,0.5474354028701782,2,6,200
Sample_35,Expert_1,0.055208493024110794,6,6,200
Sample_35,Expert_2,0.22863757610321045,6,6,200
Sample_35,Expert_3,0.5194186568260193,6,6,200
Sample_35,Expert_4,0.19673530757427216,6,6,200
Sample_36,Expert_1,0.541553258895874,7,6,200
Sample_36,Expert_2,0.05215144529938698,7,6,200
Sample_36,Expert_3,0.036943934857845306,7,6,200
Sample_36,Expert_4,0.3693513870239258,7,6,200
Sample_37,Expert_1,0.6822957992553711,9,6,200
Sample_37,Expert_2,0.09450981765985489,9,6,200
Sample_37,Expert_3,0.0887547954916954,9,6,200
Sample_37,Expert_4,0.13443957269191742,9,6,200
Sample_38,Expert_1,0.8426205515861511,7,6,200
Sample_38,Expert_2,0.0812186449766159,7,6,200
Sample_38,Expert_3,0.009930106811225414,7,6,200
Sample_38,Expert_4,0.0662306398153305,7,6,200
Sample_39,Expert_1,0.03241659700870514,1,6,200
Sample_39,Expert_2,0.05543793365359306,1,6,200
Sample_39,Expert_3,0.8587156534194946,1,6,200
Sample_39,Expert_4,0.053429730236530304,1,6,200
Sample_40,Expert_1,0.7751333713531494,7,6,200
Sample_40,Expert_2,0.11345081031322479,7,6,200
Sample_40,Expert_3,0.023287823423743248,7,6,200
Sample_40,Expert_4,0.0881279855966568,7,6,200
Sample_41,Expert_1,0.36758190393447876,1,6,200
Sample_41,Expert_2,0.0006939975428394973,1,6,200
Sample_41,Expert_3,0.5895431041717529,1,6,200
Sample_41,Expert_4,0.04218102991580963,1,6,200
Sample_42,Expert_1,0.04025702923536301,5,6,200
Sample_42,Expert_2,0.3836366534233093,5,6,200
Sample_42,Expert_3,0.4390687048435211,5,6,200
Sample_42,Expert_4,0.13703756034374237,5,6,200
Sample_43,Expert_1,0.05947475880384445,6,6,200
Sample_43,Expert_2,0.24402865767478943,6,6,200
Sample_43,Expert_3,0.5267847776412964,6,6,200
Sample_43,Expert_4,0.16971179842948914,6,6,200
Sample_44,Expert_1,0.0038033011369407177,5,6,200
Sample_44,Expert_2,0.657416045665741,5,6,200
Sample_44,Expert_3,0.07758959382772446,5,6,200
Sample_44,Expert_4,0.2611910104751587,5,6,200
Sample_45,Expert_1,0.841462254524231,4,6,200
Sample_45,Expert_2,0.09478515386581421,4,6,200
Sample_45,Expert_3,0.019770553335547447,4,6,200
Sample_45,Expert_4,0.043982114642858505,4,6,200
Sample_46,Expert_1,0.42784011363983154,7,6,200
Sample_46,Expert_2,0.1387145072221756,7,6,200
Sample_46,Expert_3,0.14384090900421143,7,6,200
Sample_46,Expert_4,0.28960439562797546,7,6,200
Sample_47,Expert_1,0.1491169035434723,1,6,200
Sample_47,Expert_2,0.02801975980401039,1,6,200
Sample_47,Expert_3,0.7605527639389038,1,6,200
Sample_47,Expert_4,0.06231053173542023,1,6,200
Sample_48,Expert_1,0.26242250204086304,2,6,200
Sample_48,Expert_2,0.101433165371418,2,6,200
Sample_48,Expert_3,0.21687887609004974,2,6,200
Sample_48,Expert_4,0.41926541924476624,2,6,200
Sample_49,Expert_1,0.2252296805381775,8,6,200
Sample_49,Expert_2,0.1312074512243271,8,6,200
Sample_49,Expert_3,0.14445781707763672,8,6,200
Sample_49,Expert_4,0.4991050362586975,8,6,200
Sample_50,Expert_1,0.7542934417724609,7,6,200
Sample_50,Expert_2,0.02065303362905979,7,6,200
Sample_50,Expert_3,0.04474643990397453,7,6,200
Sample_50,Expert_4,0.18030710518360138,7,6,200
Sample_51,Expert_1,0.25793877243995667,8,6,200
Sample_51,Expert_2,0.021454552188515663,8,6,200
Sample_51,Expert_3,0.21225173771381378,8,6,200
Sample_51,Expert_4,0.5083549618721008,8,6,200
Sample_52,Expert_1,0.05007299408316612,3,6,200
Sample_52,Expert_2,0.07589960098266602,3,6,200
Sample_52,Expert_3,0.1527170091867447,3,6,200
Sample_52,Expert_4,0.7213104367256165,3,6,200
Sample_53,Expert_1,0.8695042133331299,7,6,200
Sample_53,Expert_2,0.07964027673006058,7,6,200
Sample_53,Expert_3,0.024485424160957336,7,6,200
Sample_53,Expert_4,0.026370028033852577,7,6,200
Sample_54,Expert_1,0.6547932624816895,4,6,200
Sample_54,Expert_2,0.08231054246425629,4,6,200
Sample_54,Expert_3,0.008855855092406273,4,6,200
Sample_54,Expert_4,0.25404036045074463,4,6,200
Sample_55,Expert_1,0.9189788699150085,4,6,200
Sample_55,Expert_2,0.047472789883613586,4,6,200
Sample_55,Expert_3,0.01752111315727234,4,6,200
Sample_55,Expert_4,0.01602722704410553,4,6,200
Sample_56,Expert_1,0.011277467012405396,6,6,200
Sample_56,Expert_2,0.478631854057312,6,6,200
Sample_56,Expert_3,0.41936004161834717,6,6,200
Sample_56,Expert_4,0.09073060750961304,6,6,200
Sample_57,Expert_1,0.07429066300392151,2,6,200
Sample_57,Expert_2,0.036485835909843445,2,6,200
Sample_57,Expert_3,0.2810569405555725,2,6,200
Sample_57,Expert_4,0.6081665754318237,2,6,200
Sample_58,Expert_1,0.5731216073036194,9,6,200
