,accuracy,per_class_accuracy,per_class_precision
0,0.9581833333333334,0.9802464967077494,0.9731813610459269
1,0.9581833333333334,0.9789380005932957,0.9769094138543517
2,0.9581833333333334,0.9560255119167506,0.9571500588136448
3,0.9581833333333334,0.9398140596966237,0.9509820102327117
4,0.9581833333333334,0.9578911331735707,0.9587116669522014
5,0.9581833333333334,0.9476111418557461,0.9516487587995553
6,0.9581833333333334,0.9778641432916526,0.9701592623637888
7,0.9581833333333334,0.9637669592976855,0.9631520178656883
8,0.9581833333333334,0.9371047684156555,0.9361447840191224
9,0.9581833333333334,0.9389813414019162,0.9400875126220128
