,accuracy,per_class_accuracy,per_class_precision
0,0.9743833333333334,0.9858179976363329,0.9858179976363329
1,0.9743833333333334,0.9862058736280036,0.9853289863663308
2,0.9743833333333334,0.9756629741524001,0.9745180217937971
3,0.9743833333333334,0.9633012559125754,0.9683554681095261
4,0.9743833333333334,0.9724409448818898,0.9742754244554965
5,0.9743833333333334,0.9673491975650249,0.9714709151537606
6,0.9743833333333334,0.9861439675566069,0.9803460440114228
7,0.9743833333333334,0.9743016759776536,0.974924133524996
8,0.9743833333333334,0.9665014527431208,0.9641943734015346
9,0.9743833333333334,0.9641956631366616,0.9629007889877456
