Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.015384000726044178,5,8,0
Sample_1,Expert_2,0.8978005051612854,5,8,0
Sample_1,Expert_3,0.0657385066151619,5,8,0
Sample_1,Expert_4,0.02107696421444416,5,8,0
Sample_2,Expert_1,0.023569408804178238,3,8,0
Sample_2,Expert_2,0.15641248226165771,3,8,0
Sample_2,Expert_3,0.08193159103393555,3,8,0
Sample_2,Expert_4,0.7380865216255188,3,8,0
Sample_3,Expert_1,0.47003671526908875,7,8,0
Sample_3,Expert_2,0.08523760735988617,7,8,0
Sample_3,Expert_3,0.02789655700325966,7,8,0
Sample_3,Expert_4,0.41682910919189453,7,8,0
Sample_4,Expert_1,0.018489455804228783,3,8,0
Sample_4,Expert_2,0.4958169460296631,3,8,0
Sample_4,Expert_3,0.39826005697250366,3,8,0
Sample_4,Expert_4,0.08743348717689514,3,8,0
Sample_5,Expert_1,0.034324053674936295,0,8,0
Sample_5,Expert_2,0.8783629536628723,0,8,0
Sample_5,Expert_3,0.011074624955654144,0,8,0
Sample_5,Expert_4,0.07623836398124695,0,8,0
Sample_6,Expert_1,0.5953191518783569,9,8,0
Sample_6,Expert_2,0.14385488629341125,9,8,0
Sample_6,Expert_3,0.042740389704704285,9,8,0
Sample_6,Expert_4,0.21808554232120514,9,8,0
Sample_7,Expert_1,0.07793556153774261,8,8,0
Sample_7,Expert_2,0.009958297945559025,8,8,0
Sample_7,Expert_3,0.03207121416926384,8,8,0
Sample_7,Expert_4,0.8800349235534668,8,8,0
Sample_8,Expert_1,0.004070991650223732,6,8,0
Sample_8,Expert_2,0.899564802646637,6,8,0
Sample_8,Expert_3,0.06286922097206116,6,8,0
Sample_8,Expert_4,0.033494982868433,6,8,0
Sample_9,Expert_1,0.6280099153518677,9,8,0
Sample_9,Expert_2,0.17640312016010284,9,8,0
Sample_9,Expert_3,0.012683190405368805,9,8,0
Sample_9,Expert_4,0.18290376663208008,9,8,0
Sample_10,Expert_1,0.021267326548695564,2,8,0
Sample_10,Expert_2,0.2842063903808594,2,8,0
Sample_10,Expert_3,0.24438858032226562,2,8,0
Sample_10,Expert_4,0.4501376748085022,2,8,0
Sample_11,Expert_1,0.6855350136756897,9,8,0
Sample_11,Expert_2,0.041892606765031815,9,8,0
Sample_11,Expert_3,0.06925684958696365,9,8,0
Sample_11,Expert_4,0.2033156156539917,9,8,0
Sample_12,Expert_1,0.7191112041473389,9,8,0
Sample_12,Expert_2,0.05925890803337097,9,8,0
Sample_12,Expert_3,0.011340904980897903,9,8,0
Sample_12,Expert_4,0.21028901636600494,9,8,0
Sample_13,Expert_1,0.474491685628891,9,8,0
Sample_13,Expert_2,0.20405222475528717,9,8,0
Sample_13,Expert_3,0.24110698699951172,9,8,0
Sample_13,Expert_4,0.08034903556108475,9,8,0
Sample_14,Expert_1,0.004327971488237381,0,8,0
Sample_14,Expert_2,0.8375254273414612,0,8,0
Sample_14,Expert_3,0.004964493215084076,0,8,0
Sample_14,Expert_4,0.15318210422992706,0,8,0
Sample_15,Expert_1,0.5251551866531372,7,8,0
Sample_15,Expert_2,0.19464963674545288,7,8,0
Sample_15,Expert_3,0.05367860943078995,7,8,0
Sample_15,Expert_4,0.22651652991771698,7,8,0
Sample_16,Expert_1,0.7754630446434021,9,8,0
Sample_16,Expert_2,0.011927895247936249,9,8,0
Sample_16,Expert_3,0.003549769753590226,9,8,0
Sample_16,Expert_4,0.20905929803848267,9,8,0
Sample_17,Expert_1,0.7188686728477478,7,8,0
Sample_17,Expert_2,0.1637672483921051,7,8,0
Sample_17,Expert_3,0.10087189823389053,7,8,0
Sample_17,Expert_4,0.01649220660328865,7,8,0
Sample_18,Expert_1,0.10286901146173477,8,8,0
Sample_18,Expert_2,0.08749803155660629,8,8,0
Sample_18,Expert_3,0.09327951073646545,8,8,0
Sample_18,Expert_4,0.7163534760475159,8,8,0
Sample_19,Expert_1,0.020856570452451706,1,8,0
Sample_19,Expert_2,0.24794672429561615,1,8,0
Sample_19,Expert_3,0.6947532892227173,1,8,0
Sample_19,Expert_4,0.036443453282117844,1,8,0
Sample_20,Expert_1,0.8227543234825134,9,8,0
Sample_20,Expert_2,0.016063107177615166,9,8,0
Sample_20,Expert_3,0.0019739135168492794,9,8,0
Sample_20,Expert_4,0.15920865535736084,9,8,0
Sample_21,Expert_1,0.026129188016057014,5,8,0
Sample_21,Expert_2,0.6046419143676758,5,8,0
Sample_21,Expert_3,0.2652582824230194,5,8,0
Sample_21,Expert_4,0.10397061705589294,5,8,0
Sample_22,Expert_1,0.004074069671332836,3,8,0
Sample_22,Expert_2,0.24785983562469482,3,8,0
Sample_22,Expert_3,0.04924687743186951,3,8,0
