Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.27576881647109985,5,1,0
Sample_1,Expert_2,0.25862056016921997,5,1,0
Sample_1,Expert_3,0.23988749086856842,5,1,0
Sample_1,Expert_4,0.22572311758995056,5,1,0
Sample_2,Expert_1,0.31700700521469116,0,1,0
Sample_2,Expert_2,0.22507724165916443,0,1,0
Sample_2,Expert_3,0.2633110582828522,0,1,0
Sample_2,Expert_4,0.19460467994213104,0,1,0
Sample_3,Expert_1,0.276595801115036,9,1,0
Sample_3,Expert_2,0.23235628008842468,9,1,0
Sample_3,Expert_3,0.24796274304389954,9,1,0
Sample_3,Expert_4,0.24308516085147858,9,1,0
Sample_4,Expert_1,0.24353398382663727,7,1,0
Sample_4,Expert_2,0.24678632616996765,7,1,0
Sample_4,Expert_3,0.2742210626602173,7,1,0
Sample_4,Expert_4,0.2354586273431778,7,1,0
Sample_5,Expert_1,0.2816224694252014,1,1,0
Sample_5,Expert_2,0.2608809471130371,1,1,0
Sample_5,Expert_3,0.23096084594726562,1,1,0
Sample_5,Expert_4,0.22653572261333466,1,1,0
Sample_6,Expert_1,0.30300024151802063,1,1,0
Sample_6,Expert_2,0.2252155840396881,1,1,0
Sample_6,Expert_3,0.2640753388404846,1,1,0
Sample_6,Expert_4,0.20770886540412903,1,1,0
Sample_7,Expert_1,0.3183728754520416,5,1,0
Sample_7,Expert_2,0.23056650161743164,5,1,0
Sample_7,Expert_3,0.25282052159309387,5,1,0
Sample_7,Expert_4,0.19824007153511047,5,1,0
Sample_8,Expert_1,0.2947157919406891,2,1,0
Sample_8,Expert_2,0.30414000153541565,2,1,0
Sample_8,Expert_3,0.2167026549577713,2,1,0
Sample_8,Expert_4,0.18444155156612396,2,1,0
Sample_9,Expert_1,0.2930482029914856,7,1,0
Sample_9,Expert_2,0.26801130175590515,7,1,0
Sample_9,Expert_3,0.2347453385591507,7,1,0
Sample_9,Expert_4,0.20419520139694214,7,1,0
Sample_10,Expert_1,0.2718195617198944,9,1,0
Sample_10,Expert_2,0.23538199067115784,9,1,0
Sample_10,Expert_3,0.25441426038742065,9,1,0
Sample_10,Expert_4,0.2383841872215271,9,1,0
Sample_11,Expert_1,0.26021718978881836,9,1,0
Sample_11,Expert_2,0.28542521595954895,9,1,0
Sample_11,Expert_3,0.2740340828895569,9,1,0
Sample_11,Expert_4,0.1803235411643982,9,1,0
Sample_12,Expert_1,0.2836844325065613,2,1,0
Sample_12,Expert_2,0.23008008301258087,2,1,0
Sample_12,Expert_3,0.26039183139801025,2,1,0
Sample_12,Expert_4,0.2258436381816864,2,1,0
Sample_13,Expert_1,0.24294450879096985,1,1,0
Sample_13,Expert_2,0.2546219229698181,1,1,0
Sample_13,Expert_3,0.24241434037685394,1,1,0
Sample_13,Expert_4,0.2600191831588745,1,1,0
Sample_14,Expert_1,0.28994694352149963,4,1,0
Sample_14,Expert_2,0.32717788219451904,4,1,0
Sample_14,Expert_3,0.16496938467025757,4,1,0
Sample_14,Expert_4,0.21790584921836853,4,1,0
Sample_15,Expert_1,0.29987162351608276,7,1,0
Sample_15,Expert_2,0.24276910722255707,7,1,0
Sample_15,Expert_3,0.23162086308002472,7,1,0
Sample_15,Expert_4,0.22573836147785187,7,1,0
Sample_16,Expert_1,0.3080897331237793,5,1,0
Sample_16,Expert_2,0.2788277268409729,5,1,0
Sample_16,Expert_3,0.23043642938137054,5,1,0
Sample_16,Expert_4,0.18264614045619965,5,1,0
Sample_17,Expert_1,0.24610623717308044,0,1,0
Sample_17,Expert_2,0.26546791195869446,0,1,0
Sample_17,Expert_3,0.27613744139671326,0,1,0
Sample_17,Expert_4,0.21228839457035065,0,1,0
Sample_18,Expert_1,0.3205411434173584,1,1,0
Sample_18,Expert_2,0.23097564280033112,1,1,0
Sample_18,Expert_3,0.2164745032787323,1,1,0
Sample_18,Expert_4,0.232008695602417,1,1,0
Sample_19,Expert_1,0.24349696934223175,5,1,0
Sample_19,Expert_2,0.28901031613349915,5,1,0
Sample_19,Expert_3,0.2511580288410187,5,1,0
Sample_19,Expert_4,0.21633470058441162,5,1,0
Sample_20,Expert_1,0.26628145575523376,1,1,0
Sample_20,Expert_2,0.2551899254322052,1,1,0
Sample_20,Expert_3,0.2480352371931076,1,1,0
Sample_20,Expert_4,0.23049335181713104,1,1,0
Sample_21,Expert_1,0.25558021664619446,2,1,0
Sample_21,Expert_2,0.26029935479164124,2,1,0
Sample_21,Expert_3,0.2643279433250427,2,1,0
Sample_21,Expert_4,0.21979248523712158,2,1,0
Sample_22,Expert_1,0.3135579526424408,8,1,0
Sample_22,Expert_2,0.250657856464386,8,1,0
Sample_22,Expert_3,0.20794108510017395,8,1,0
Sample_22,Expert_4,0.22784318029880524,8,1,0
Sample_23,Expert_1,0.313246488571167,3,1,0
Sample_23,Expert_2,0.25349774956703186,3,1,0
Sample_23,Expert_3,0.24691666662693024,3,1,0
Sample_23,Expert_4,0.1863390952348709,3,1,0
Sample_24,Expert_1,0.2969200611114502,6,1,0
Sample_24,Expert_2,0.22974681854248047,6,1,0
Sample_24,Expert_3,0.25673627853393555,6,1,0
Sample_24,Expert_4,0.2165968418121338,6,1,0
Sample_25,Expert_1,0.28959590196609497,6,1,0
Sample_25,Expert_2,0.23172353208065033,6,1,0
Sample_25,Expert_3,0.24453888833522797,6,1,0
Sample_25,Expert_4,0.23414166271686554,6,1,0
