Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.09198625385761261,8,10,0
Sample_1,Expert_2,0.1500849574804306,8,10,0
Sample_1,Expert_3,0.02347288839519024,8,10,0
Sample_1,Expert_4,0.7344558835029602,8,10,0
Sample_2,Expert_1,0.005503967870026827,8,10,0
Sample_2,Expert_2,0.23589131236076355,8,10,0
Sample_2,Expert_3,0.03141677752137184,8,10,0
Sample_2,Expert_4,0.7271879315376282,8,10,0
Sample_3,Expert_1,0.8497260808944702,4,10,0
Sample_3,Expert_2,0.012379622086882591,4,10,0
Sample_3,Expert_3,0.1295214593410492,4,10,0
Sample_3,Expert_4,0.008372824639081955,4,10,0
Sample_4,Expert_1,0.00527417566627264,8,10,0
Sample_4,Expert_2,0.11043833941221237,8,10,0
Sample_4,Expert_3,0.0557236447930336,8,10,0
Sample_4,Expert_4,0.8285638093948364,8,10,0
Sample_5,Expert_1,0.13933081924915314,5,10,0
Sample_5,Expert_2,0.595205545425415,5,10,0
Sample_5,Expert_3,0.17781071364879608,5,10,0
Sample_5,Expert_4,0.08765292167663574,5,10,0
Sample_6,Expert_1,0.020776838064193726,3,10,0
Sample_6,Expert_2,0.1487044394016266,3,10,0
Sample_6,Expert_3,0.041384853422641754,3,10,0
Sample_6,Expert_4,0.7891338467597961,3,10,0
Sample_7,Expert_1,0.003461255691945553,3,10,0
Sample_7,Expert_2,0.11421401053667068,3,10,0
Sample_7,Expert_3,0.09545208513736725,3,10,0
Sample_7,Expert_4,0.7868726253509521,3,10,0
Sample_8,Expert_1,0.004606706090271473,6,10,0
Sample_8,Expert_2,0.7735955119132996,6,10,0
Sample_8,Expert_3,0.1793474704027176,6,10,0
Sample_8,Expert_4,0.04245031625032425,6,10,0
Sample_9,Expert_1,0.1011791080236435,1,10,0
Sample_9,Expert_2,0.03527621924877167,1,10,0
Sample_9,Expert_3,0.852665901184082,1,10,0
Sample_9,Expert_4,0.010878702625632286,1,10,0
Sample_10,Expert_1,0.06561949104070663,6,10,0
Sample_10,Expert_2,0.12209168076515198,6,10,0
Sample_10,Expert_3,0.6805820465087891,6,10,0
Sample_10,Expert_4,0.13170678913593292,6,10,0
