Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.022989900782704353,5,9,200
Sample_1,Expert_2,0.8650524020195007,5,9,200
Sample_1,Expert_3,0.07712254673242569,5,9,200
Sample_1,Expert_4,0.034835074096918106,5,9,200
Sample_2,Expert_1,2.2035288566257805e-05,2,9,200
Sample_2,Expert_2,0.037417858839035034,2,9,200
Sample_2,Expert_3,0.0050054588355124,2,9,200
Sample_2,Expert_4,0.9575546979904175,2,9,200
Sample_3,Expert_1,0.0259347353130579,2,9,200
Sample_3,Expert_2,0.006799595430493355,2,9,200
Sample_3,Expert_3,0.12369567900896072,2,9,200
Sample_3,Expert_4,0.8435700535774231,2,9,200
Sample_4,Expert_1,0.027153238654136658,2,9,200
Sample_4,Expert_2,0.04000670835375786,2,9,200
Sample_4,Expert_3,0.22791096568107605,2,9,200
Sample_4,Expert_4,0.7049290537834167,2,9,200
Sample_5,Expert_1,0.21786779165267944,7,9,200
Sample_5,Expert_2,0.060467805713415146,7,9,200
Sample_5,Expert_3,0.08684182912111282,7,9,200
Sample_5,Expert_4,0.6348225474357605,7,9,200
Sample_6,Expert_1,0.8110857605934143,9,9,200
Sample_6,Expert_2,0.10249493271112442,9,9,200
Sample_6,Expert_3,0.05059584975242615,9,9,200
Sample_6,Expert_4,0.03582344949245453,9,9,200
Sample_7,Expert_1,0.015613335184752941,0,9,200
Sample_7,Expert_2,0.8042508363723755,0,9,200
Sample_7,Expert_3,0.013375703245401382,0,9,200
Sample_7,Expert_4,0.16676019132137299,0,9,200
Sample_8,Expert_1,0.9526790976524353,4,9,200
Sample_8,Expert_2,0.040478575974702835,4,9,200
Sample_8,Expert_3,0.0020152265205979347,4,9,200
Sample_8,Expert_4,0.004827088676393032,4,9,200
Sample_9,Expert_1,0.09484507888555527,8,9,200
Sample_9,Expert_2,0.13220161199569702,8,9,200
Sample_9,Expert_3,0.23696792125701904,8,9,200
Sample_9,Expert_4,0.5359853506088257,8,9,200
Sample_10,Expert_1,0.06144803762435913,1,9,200
Sample_10,Expert_2,0.18249168992042542,1,9,200
Sample_10,Expert_3,0.6660190224647522,1,9,200
Sample_10,Expert_4,0.09004124253988266,1,9,200
Sample_11,Expert_1,4.8424357373733073e-05,2,9,200
Sample_11,Expert_2,0.014301592484116554,2,9,200
Sample_11,Expert_3,0.005532975308597088,2,9,200
Sample_11,Expert_4,0.9801170229911804,2,9,200
Sample_12,Expert_1,0.001672780024819076,3,9,200
Sample_12,Expert_2,0.17693057656288147,3,9,200
Sample_12,Expert_3,0.08199286460876465,3,9,200
Sample_12,Expert_4,0.7394037246704102,3,9,200
Sample_13,Expert_1,0.9522712826728821,4,9,200
Sample_13,Expert_2,0.012091252021491528,4,9,200
Sample_13,Expert_3,0.0009340793476440012,4,9,200
Sample_13,Expert_4,0.034703437238931656,4,9,200
Sample_14,Expert_1,0.040924254804849625,6,9,200
Sample_14,Expert_2,0.034737080335617065,6,9,200
Sample_14,Expert_3,0.4656505882740021,6,9,200
Sample_14,Expert_4,0.458687961101532,6,9,200
Sample_15,Expert_1,0.9610795378684998,4,9,200
Sample_15,Expert_2,0.020461637526750565,4,9,200
Sample_15,Expert_3,0.001816998585127294,4,9,200
Sample_15,Expert_4,0.01664186641573906,4,9,200
Sample_16,Expert_1,0.8720333576202393,4,9,200
Sample_16,Expert_2,0.019179174676537514,4,9,200
Sample_16,Expert_3,0.09545356780290604,4,9,200
Sample_16,Expert_4,0.013333859853446484,4,9,200
Sample_17,Expert_1,0.7626346945762634,9,9,200
Sample_17,Expert_2,0.11481543630361557,9,9,200
Sample_17,Expert_3,0.0970117449760437,9,9,200
Sample_17,Expert_4,0.025538131594657898,9,9,200
Sample_18,Expert_1,0.4148235023021698,9,9,200
Sample_18,Expert_2,0.1339649111032486,9,9,200
Sample_18,Expert_3,0.14948171377182007,9,9,200
Sample_18,Expert_4,0.30172988772392273,9,9,200
Sample_19,Expert_1,0.27190837264060974,8,9,200
Sample_19,Expert_2,0.404740571975708,8,9,200
Sample_19,Expert_3,0.22275134921073914,8,9,200
Sample_19,Expert_4,0.10059963911771774,8,9,200
Sample_20,Expert_1,0.7595446109771729,9,9,200
Sample_20,Expert_2,0.08223885297775269,9,9,200
Sample_20,Expert_3,0.02217313088476658,9,9,200
Sample_20,Expert_4,0.13604344427585602,9,9,200
Sample_21,Expert_1,0.01721828058362007,6,9,200
Sample_21,Expert_2,0.15418413281440735,6,9,200
Sample_21,Expert_3,0.4183642268180847,6,9,200
Sample_21,Expert_4,0.4102333188056946,6,9,200
Sample_22,Expert_1,0.30554142594337463,8,9,200
Sample_22,Expert_2,0.40307989716529846,8,9,200
Sample_22,Expert_3,0.07036445289850235,8,9,200
Sample_22,Expert_4,0.22101420164108276,8,9,200
Sample_23,Expert_1,0.1182016134262085,8,9,200
Sample_23,Expert_2,0.22886401414871216,8,9,200
Sample_23,Expert_3,0.0044173006899654865,8,9,200
Sample_23,Expert_4,0.6485170722007751,8,9,200
Sample_24,Expert_1,0.48892688751220703,1,9,200
Sample_24,Expert_2,0.0061891633085906506,1,9,200
Sample_24,Expert_3,0.49469929933547974,1,9,200
Sample_24,Expert_4,0.01018460001796484,1,9,200
Sample_25,Expert_1,0.35522446036338806,7,9,200
Sample_25,Expert_2,0.14175616204738617,7,9,200
Sample_25,Expert_3,0.016186637803912163,7,9,200
Sample_25,Expert_4,0.48683279752731323,7,9,200
Sample_26,Expert_1,0.027885865420103073,2,9,200
Sample_26,Expert_2,0.1552305817604065,2,9,200
Sample_26,Expert_3,0.015345909632742405,2,9,200
Sample_26,Expert_4,0.8015376925468445,2,9,200
Sample_27,Expert_1,0.026780566200613976,5,9,200
Sample_27,Expert_2,0.9712659120559692,5,9,200
Sample_27,Expert_3,0.0015555169666185975,5,9,200
Sample_27,Expert_4,0.00039810652378946543,5,9,200
Sample_28,Expert_1,0.2729834020137787,1,9,200
Sample_28,Expert_2,0.01134115643799305,1,9,200
Sample_28,Expert_3,0.5655675530433655,1,9,200
Sample_28,Expert_4,0.15010790526866913,1,9,200
Sample_29,Expert_1,0.39112862944602966,0,9,200
Sample_29,Expert_2,0.527402400970459,0,9,200
Sample_29,Expert_3,0.013487519696354866,0,9,200
Sample_29,Expert_4,0.0679815262556076,0,9,200
Sample_30,Expert_1,0.0007036395254544914,3,9,200
Sample_30,Expert_2,0.2066071778535843,3,9,200
Sample_30,Expert_3,0.056828148663043976,3,9,200
Sample_30,Expert_4,0.7358610033988953,3,9,200
Sample_31,Expert_1,0.7483956217765808,4,9,200
Sample_31,Expert_2,0.15125210583209991,4,9,200
Sample_31,Expert_3,0.02737775631248951,4,9,200
Sample_31,Expert_4,0.07297449558973312,4,9,200
Sample_32,Expert_1,0.02433963678777218,2,9,200
Sample_32,Expert_2,0.008956827223300934,2,9,200
Sample_32,Expert_3,0.11200114339590073,2,9,200
Sample_32,Expert_4,0.854702353477478,2,9,200
Sample_33,Expert_1,0.017738714814186096,3,9,200
Sample_33,Expert_2,0.16380912065505981,3,9,200
Sample_33,Expert_3,0.2853878438472748,3,9,200
Sample_33,Expert_4,0.5330643057823181,3,9,200
Sample_34,Expert_1,0.07411186397075653,0,9,200
Sample_34,Expert_2,0.893881618976593,0,9,200
Sample_34,Expert_3,0.01253419741988182,0,9,200
Sample_34,Expert_4,0.019472284242510796,0,9,200
Sample_35,Expert_1,0.04048735648393631,1,9,200
Sample_35,Expert_2,0.11163007467985153,1,9,200
Sample_35,Expert_3,0.822353720664978,1,9,200
Sample_35,Expert_4,0.025528784841299057,1,9,200
Sample_36,Expert_1,0.01499264407902956,3,9,200
Sample_36,Expert_2,0.2891702353954315,3,9,200
Sample_36,Expert_3,0.28018733859062195,3,9,200
Sample_36,Expert_4,0.41564980149269104,3,9,200
Sample_37,Expert_1,0.017549503594636917,3,9,200
Sample_37,Expert_2,0.2894713878631592,3,9,200
Sample_37,Expert_3,0.3785651624202728,3,9,200
Sample_37,Expert_4,0.3144139349460602,3,9,200
Sample_38,Expert_1,0.8117666840553284,9,9,200
Sample_38,Expert_2,0.12490563839673996,9,9,200
Sample_38,Expert_3,0.04988497868180275,9,9,200
Sample_38,Expert_4,0.013442637398838997,9,9,200
Sample_39,Expert_1,0.7712122797966003,9,9,200
Sample_39,Expert_2,0.10437515377998352,9,9,200
Sample_39,Expert_3,0.022908614948391914,9,9,200
Sample_39,Expert_4,0.10150394588708878,9,9,200
Sample_40,Expert_1,0.051259417086839676,3,9,200
Sample_40,Expert_2,0.052116163074970245,3,9,200
Sample_40,Expert_3,0.34349021315574646,3,9,200
Sample_40,Expert_4,0.5531341433525085,3,9,200
Sample_41,Expert_1,0.05171819403767586,1,9,200
Sample_41,Expert_2,0.12035636603832245,1,9,200
Sample_41,Expert_3,0.705886721611023,1,9,200
Sample_41,Expert_4,0.12203871458768845,1,9,200
Sample_42,Expert_1,0.1067248210310936,8,9,200
Sample_42,Expert_2,0.3584451675415039,8,9,200
Sample_42,Expert_3,0.030577313154935837,8,9,200
Sample_42,Expert_4,0.5042527318000793,8,9,200
Sample_43,Expert_1,0.6004523038864136,9,9,200
Sample_43,Expert_2,0.049618273973464966,9,9,200
Sample_43,Expert_3,0.02726399153470993,9,9,200
Sample_43,Expert_4,0.3226654529571533,9,9,200
Sample_44,Expert_1,0.12127566337585449,8,9,200
Sample_44,Expert_2,0.39405766129493713,8,9,200
Sample_44,Expert_3,0.3561965525150299,8,9,200
Sample_44,Expert_4,0.12847013771533966,8,9,200
Sample_45,Expert_1,0.6326935291290283,9,9,200
Sample_45,Expert_2,0.25908222794532776,9,9,200
Sample_45,Expert_3,0.00013190903700888157,9,9,200
Sample_45,Expert_4,0.10809232294559479,9,9,200
Sample_46,Expert_1,0.8475517630577087,7,9,200
Sample_46,Expert_2,0.09482075273990631,7,9,200
Sample_46,Expert_3,0.01905900239944458,7,9,200
Sample_46,Expert_4,0.03856843709945679,7,9,200
Sample_47,Expert_1,0.029521072283387184,5,9,200
Sample_47,Expert_2,0.674174427986145,5,9,200
Sample_47,Expert_3,0.28911375999450684,5,9,200
Sample_47,Expert_4,0.007190716452896595,5,9,200
Sample_48,Expert_1,0.12299302965402603,7,9,200
Sample_48,Expert_2,0.013551834970712662,7,9,200
Sample_48,Expert_3,0.20284998416900635,7,9,200
Sample_48,Expert_4,0.6606051325798035,7,9,200
Sample_49,Expert_1,0.018728148192167282,6,9,200
Sample_49,Expert_2,0.4207732677459717,6,9,200
Sample_49,Expert_3,0.3898848295211792,6,9,200
Sample_49,Expert_4,0.17061373591423035,6,9,200
Sample_50,Expert_1,0.06970395892858505,3,9,200
Sample_50,Expert_2,0.16496486961841583,3,9,200
Sample_50,Expert_3,0.28235918283462524,3,9,200
Sample_50,Expert_4,0.4829719364643097,3,9,200
Sample_51,Expert_1,0.029605820775032043,2,9,200
Sample_51,Expert_2,0.06038134545087814,2,9,200
Sample_51,Expert_3,0.004155945964157581,2,9,200
Sample_51,Expert_4,0.9058569073677063,2,9,200
Sample_52,Expert_1,0.004985255654901266,6,9,200
Sample_52,Expert_2,0.1845165640115738,6,9,200
Sample_52,Expert_3,0.7790681719779968,6,9,200
Sample_52,Expert_4,0.03143001347780228,6,9,200
Sample_53,Expert_1,0.007119620218873024,6,9,200
Sample_53,Expert_2,0.1660754382610321,6,9,200
Sample_53,Expert_3,0.7285378575325012,6,9,200
Sample_53,Expert_4,0.0982670783996582,6,9,200
Sample_54,Expert_1,0.05642959475517273,5,9,200
Sample_54,Expert_2,0.14661449193954468,5,9,200
Sample_54,Expert_3,0.3936089873313904,5,9,200
Sample_54,Expert_4,0.4033469259738922,5,9,200
Sample_55,Expert_1,0.1641395390033722,0,9,200
Sample_55,Expert_2,0.6067603230476379,0,9,200
Sample_55,Expert_3,0.16647621989250183,0,9,200
Sample_55,Expert_4,0.06262394785881042,0,9,200
Sample_56,Expert_1,0.9247816205024719,4,9,200
Sample_56,Expert_2,0.017865115776658058,4,9,200
Sample_56,Expert_3,0.03333987668156624,4,9,200
Sample_56,Expert_4,0.024013394489884377,4,9,200
Sample_57,Expert_1,0.789361298084259,4,9,200
Sample_57,Expert_2,0.01254252903163433,4,9,200
Sample_57,Expert_3,0.11583438515663147,4,9,200
Sample_57,Expert_4,0.08226174116134644,4,9,200
Sample_58,Expert_1,0.029920654371380806,6,9,200
Sample_58,Expert_2,0.3816191256046295,6,9,200
