Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.004226616583764553,2,8,200
Sample_1,Expert_2,0.0458497554063797,2,8,200
Sample_1,Expert_3,0.01318367663770914,2,8,200
Sample_1,Expert_4,0.9367399215698242,2,8,200
Sample_2,Expert_1,0.02101476863026619,3,8,200
Sample_2,Expert_2,0.1433171182870865,3,8,200
Sample_2,Expert_3,0.10969357937574387,3,8,200
Sample_2,Expert_4,0.7259745001792908,3,8,200
Sample_3,Expert_1,0.9124341011047363,7,8,200
Sample_3,Expert_2,0.05228370055556297,7,8,200
Sample_3,Expert_3,0.017447635531425476,7,8,200
Sample_3,Expert_4,0.017834559082984924,7,8,200
Sample_4,Expert_1,0.010177300311625004,2,8,200
Sample_4,Expert_2,0.09914800524711609,2,8,200
Sample_4,Expert_3,0.014553056098520756,2,8,200
Sample_4,Expert_4,0.8761216402053833,2,8,200
Sample_5,Expert_1,0.7936854958534241,4,8,200
Sample_5,Expert_2,0.14740963280200958,4,8,200
Sample_5,Expert_3,0.004189510364085436,4,8,200
Sample_5,Expert_4,0.054715294390916824,4,8,200
Sample_6,Expert_1,0.16219405829906464,1,8,200
Sample_6,Expert_2,0.0023664887994527817,1,8,200
Sample_6,Expert_3,0.7097416520118713,1,8,200
Sample_6,Expert_4,0.1256977766752243,1,8,200
Sample_7,Expert_1,0.04218851402401924,5,8,200
Sample_7,Expert_2,0.5849816203117371,5,8,200
Sample_7,Expert_3,0.2648620903491974,5,8,200
Sample_7,Expert_4,0.10796769708395004,5,8,200
Sample_8,Expert_1,0.11820439994335175,0,8,200
Sample_8,Expert_2,0.6297283172607422,0,8,200
Sample_8,Expert_3,0.018730133771896362,0,8,200
Sample_8,Expert_4,0.23333723843097687,0,8,200
Sample_9,Expert_1,0.3885071277618408,1,8,200
Sample_9,Expert_2,0.01824457384645939,1,8,200
Sample_9,Expert_3,0.5204676985740662,1,8,200
Sample_9,Expert_4,0.07278058677911758,1,8,200
Sample_10,Expert_1,0.566752552986145,4,8,200
Sample_10,Expert_2,0.030479276552796364,4,8,200
Sample_10,Expert_3,0.2952408790588379,4,8,200
Sample_10,Expert_4,0.1075272485613823,4,8,200
Sample_11,Expert_1,0.45704028010368347,9,8,200
Sample_11,Expert_2,0.24065738916397095,9,8,200
Sample_11,Expert_3,0.03236863762140274,9,8,200
Sample_11,Expert_4,0.26993370056152344,9,8,200
Sample_12,Expert_1,0.02430749498307705,0,8,200
Sample_12,Expert_2,0.7407530546188354,0,8,200
Sample_12,Expert_3,0.059385962784290314,0,8,200
Sample_12,Expert_4,0.175553560256958,0,8,200
Sample_13,Expert_1,0.005083952099084854,5,8,200
Sample_13,Expert_2,0.8618265986442566,5,8,200
Sample_13,Expert_3,0.06379866600036621,5,8,200
Sample_13,Expert_4,0.06929081678390503,5,8,200
Sample_14,Expert_1,0.4350431263446808,9,8,200
