Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,4.198574970359914e-05,3,5,200
Sample_1,Expert_2,0.06631557643413544,3,5,200
Sample_1,Expert_3,0.00039790774462744594,3,5,200
Sample_1,Expert_4,0.9332445859909058,3,5,200
Sample_2,Expert_1,0.2596900463104248,7,5,200
Sample_2,Expert_2,0.008791848085820675,7,5,200
Sample_2,Expert_3,0.01917325146496296,7,5,200
Sample_2,Expert_4,0.7123448848724365,7,5,200
Sample_3,Expert_1,0.05314784124493599,1,5,200
Sample_3,Expert_2,0.01869637705385685,1,5,200
Sample_3,Expert_3,0.8927456736564636,1,5,200
Sample_3,Expert_4,0.035410139709711075,1,5,200
Sample_4,Expert_1,0.10405102372169495,1,5,200
Sample_4,Expert_2,0.008626457303762436,1,5,200
Sample_4,Expert_3,0.8660584092140198,1,5,200
Sample_4,Expert_4,0.021264076232910156,1,5,200
Sample_5,Expert_1,0.08894318342208862,3,5,200
Sample_5,Expert_2,0.33091413974761963,3,5,200
Sample_5,Expert_3,0.002085871994495392,3,5,200
Sample_5,Expert_4,0.5780567526817322,3,5,200
Sample_6,Expert_1,0.07653077691793442,3,5,200
Sample_6,Expert_2,0.14581142365932465,3,5,200
Sample_6,Expert_3,0.2680959701538086,3,5,200
Sample_6,Expert_4,0.5095617771148682,3,5,200
Sample_7,Expert_1,0.06443145871162415,8,5,200
Sample_7,Expert_2,0.09320613741874695,8,5,200
Sample_7,Expert_3,0.026696328073740005,8,5,200
Sample_7,Expert_4,0.8156660199165344,8,5,200
Sample_8,Expert_1,0.041861437261104584,8,5,200
Sample_8,Expert_2,0.2751997411251068,8,5,200
Sample_8,Expert_3,0.06109650805592537,8,5,200
Sample_8,Expert_4,0.6218423843383789,8,5,200
Sample_9,Expert_1,0.0016182881081476808,2,5,200
Sample_9,Expert_2,0.026493065059185028,2,5,200
Sample_9,Expert_3,0.41789570450782776,2,5,200
Sample_9,Expert_4,0.5539929270744324,2,5,200
Sample_10,Expert_1,0.026569217443466187,2,5,200
Sample_10,Expert_2,0.164572611451149,2,5,200
Sample_10,Expert_3,0.041274718940258026,2,5,200
Sample_10,Expert_4,0.7675834894180298,2,5,200
Sample_11,Expert_1,0.6816892623901367,4,5,200
Sample_11,Expert_2,0.09924782067537308,4,5,200
Sample_11,Expert_3,0.03172770142555237,4,5,200
Sample_11,Expert_4,0.18733525276184082,4,5,200
Sample_12,Expert_1,0.02883983589708805,5,5,200
Sample_12,Expert_2,0.6135287284851074,5,5,200
Sample_12,Expert_3,0.34983301162719727,5,5,200
Sample_12,Expert_4,0.007798453792929649,5,5,200
Sample_13,Expert_1,0.030901415273547173,3,5,200
Sample_13,Expert_2,0.21089884638786316,3,5,200
Sample_13,Expert_3,0.5066571831703186,3,5,200
Sample_13,Expert_4,0.2515425384044647,3,5,200
Sample_14,Expert_1,0.04927407577633858,8,5,200
Sample_14,Expert_2,0.16538873314857483,8,5,200
Sample_14,Expert_3,0.22801631689071655,8,5,200
Sample_14,Expert_4,0.5573208928108215,8,5,200
Sample_15,Expert_1,0.35958197712898254,1,5,200
Sample_15,Expert_2,0.02641742303967476,1,5,200
Sample_15,Expert_3,0.5965358018875122,1,5,200
Sample_15,Expert_4,0.01746482215821743,1,5,200
Sample_16,Expert_1,0.6112055778503418,9,5,200
Sample_16,Expert_2,0.04058369621634483,9,5,200
Sample_16,Expert_3,0.08027107268571854,9,5,200
Sample_16,Expert_4,0.26793962717056274,9,5,200
Sample_17,Expert_1,0.028591392561793327,0,5,200
Sample_17,Expert_2,0.37024402618408203,0,5,200
Sample_17,Expert_3,0.024019941687583923,0,5,200
Sample_17,Expert_4,0.5771446228027344,0,5,200
Sample_18,Expert_1,0.02124478667974472,6,5,200
Sample_18,Expert_2,0.6723902821540833,6,5,200
Sample_18,Expert_3,0.15714512765407562,6,5,200
Sample_18,Expert_4,0.149219810962677,6,5,200
Sample_19,Expert_1,0.08553936332464218,6,5,200
Sample_19,Expert_2,0.243992418050766,6,5,200
Sample_19,Expert_3,0.2150786966085434,6,5,200
Sample_19,Expert_4,0.4553895592689514,6,5,200
Sample_20,Expert_1,0.0025583200622349977,6,5,200
Sample_20,Expert_2,0.7122383117675781,6,5,200
Sample_20,Expert_3,0.2539771497249603,6,5,200
Sample_20,Expert_4,0.031226279214024544,6,5,200
Sample_21,Expert_1,0.7592927813529968,4,5,200
Sample_21,Expert_2,0.20512399077415466,4,5,200
Sample_21,Expert_3,0.005037540104240179,4,5,200
Sample_21,Expert_4,0.03054571896791458,4,5,200
Sample_22,Expert_1,0.004485348239541054,1,5,200
Sample_22,Expert_2,0.007581483107060194,1,5,200
Sample_22,Expert_3,0.9857857823371887,1,5,200
Sample_22,Expert_4,0.0021474824752658606,1,5,200
Sample_23,Expert_1,0.008066145703196526,3,5,200
Sample_23,Expert_2,0.10303772985935211,3,5,200
