Sample,Expert,Probability,Label,Epoch,Batch
Sample_1,Expert_1,0.638153612613678,4,3,200
Sample_1,Expert_2,0.012557153590023518,4,3,200
Sample_1,Expert_3,0.22794190049171448,4,3,200
Sample_1,Expert_4,0.1213473305106163,4,3,200
Sample_2,Expert_1,0.028451280668377876,3,3,200
Sample_2,Expert_2,0.040396321564912796,3,3,200
Sample_2,Expert_3,0.008661029860377312,3,3,200
Sample_2,Expert_4,0.9224913716316223,3,3,200
Sample_3,Expert_1,0.0009299544035457075,0,3,200
Sample_3,Expert_2,0.9882085919380188,0,3,200
Sample_3,Expert_3,0.0005382316885516047,0,3,200
Sample_3,Expert_4,0.010323306545615196,0,3,200
Sample_4,Expert_1,0.0003426134935580194,3,3,200
Sample_4,Expert_2,0.10548138618469238,3,3,200
Sample_4,Expert_3,0.011630238965153694,3,3,200
Sample_4,Expert_4,0.8825457692146301,3,3,200
Sample_5,Expert_1,0.07809290289878845,5,3,200
Sample_5,Expert_2,0.38574033975601196,5,3,200
Sample_5,Expert_3,0.3522862195968628,5,3,200
Sample_5,Expert_4,0.1838804930448532,5,3,200
Sample_6,Expert_1,0.3901614248752594,4,3,200
Sample_6,Expert_2,0.0894714742898941,4,3,200
Sample_6,Expert_3,0.33420729637145996,4,3,200
Sample_6,Expert_4,0.1861598640680313,4,3,200
Sample_7,Expert_1,0.0846332535147667,1,3,200
Sample_7,Expert_2,0.042071808129549026,1,3,200
Sample_7,Expert_3,0.7874600291252136,1,3,200
Sample_7,Expert_4,0.08583489060401917,1,3,200
Sample_8,Expert_1,0.01195062417536974,5,3,200
Sample_8,Expert_2,0.6441507935523987,5,3,200
Sample_8,Expert_3,0.056588660925626755,5,3,200
Sample_8,Expert_4,0.2873099744319916,5,3,200
Sample_9,Expert_1,0.005755147896707058,8,3,200
Sample_9,Expert_2,0.2159140259027481,8,3,200
Sample_9,Expert_3,0.04154021292924881,8,3,200
Sample_9,Expert_4,0.736790657043457,8,3,200
Sample_10,Expert_1,0.00014866948185954243,3,3,200
Sample_10,Expert_2,0.8122307062149048,3,3,200
Sample_10,Expert_3,0.18503844738006592,3,3,200
Sample_10,Expert_4,0.00258219544775784,3,3,200
Sample_11,Expert_1,0.23243434727191925,7,3,200
Sample_11,Expert_2,0.20075571537017822,7,3,200
Sample_11,Expert_3,0.095500148832798,7,3,200
Sample_11,Expert_4,0.4713098406791687,7,3,200
Sample_12,Expert_1,0.9038892984390259,9,3,200
Sample_12,Expert_2,0.037202198058366776,9,3,200
Sample_12,Expert_3,0.01153047475963831,9,3,200
Sample_12,Expert_4,0.04737807810306549,9,3,200
Sample_13,Expert_1,0.007354301400482655,3,3,200
Sample_13,Expert_2,0.146542489528656,3,3,200
Sample_13,Expert_3,0.026648979634046555,3,3,200
Sample_13,Expert_4,0.8194541335105896,3,3,200
Sample_14,Expert_1,0.002658477518707514,2,3,200
Sample_14,Expert_2,0.044261060655117035,2,3,200
Sample_14,Expert_3,0.011365207843482494,2,3,200
Sample_14,Expert_4,0.9417152404785156,2,3,200
Sample_15,Expert_1,0.0005556437536142766,5,3,200
Sample_15,Expert_2,0.7040345668792725,5,3,200
Sample_15,Expert_3,0.2118396759033203,5,3,200
Sample_15,Expert_4,0.08357010036706924,5,3,200
Sample_16,Expert_1,0.19434882700443268,2,3,200
Sample_16,Expert_2,0.1748839169740677,2,3,200
Sample_16,Expert_3,0.4222409129142761,2,3,200
Sample_16,Expert_4,0.20852629840373993,2,3,200
Sample_17,Expert_1,0.04612327367067337,2,3,200
Sample_17,Expert_2,0.0964694693684578,2,3,200
Sample_17,Expert_3,0.013333356007933617,2,3,200
Sample_17,Expert_4,0.8440738916397095,2,3,200
Sample_18,Expert_1,0.5663117170333862,4,3,200
Sample_18,Expert_2,0.09033669531345367,4,3,200
Sample_18,Expert_3,0.31077614426612854,4,3,200
Sample_18,Expert_4,0.032575421035289764,4,3,200
Sample_19,Expert_1,0.648173451423645,9,3,200
Sample_19,Expert_2,0.3078960180282593,9,3,200
Sample_19,Expert_3,0.010431038215756416,9,3,200
Sample_19,Expert_4,0.03349940478801727,9,3,200
Sample_20,Expert_1,0.06393812596797943,6,3,200
Sample_20,Expert_2,0.26810163259506226,6,3,200
Sample_20,Expert_3,0.5788009166717529,6,3,200
Sample_20,Expert_4,0.08915940672159195,6,3,200
Sample_21,Expert_1,0.08609895408153534,5,3,200
Sample_21,Expert_2,0.8766637444496155,5,3,200
Sample_21,Expert_3,0.00934726744890213,5,3,200
Sample_21,Expert_4,0.02789006195962429,5,3,200
Sample_22,Expert_1,0.034162528812885284,2,3,200
Sample_22,Expert_2,0.1568835973739624,2,3,200
Sample_22,Expert_3,0.06803891807794571,2,3,200
Sample_22,Expert_4,0.7409149408340454,2,3,200
Sample_23,Expert_1,0.8125990033149719,4,3,200
Sample_23,Expert_2,0.09764055162668228,4,3,200
Sample_23,Expert_3,0.006474582944065332,4,3,200
Sample_23,Expert_4,0.08328590542078018,4,3,200
Sample_24,Expert_1,0.03919069841504097,6,3,200
Sample_24,Expert_2,0.440952867269516,6,3,200
Sample_24,Expert_3,0.35998257994651794,6,3,200
Sample_24,Expert_4,0.15987379848957062,6,3,200
Sample_25,Expert_1,0.010880105197429657,3,3,200
Sample_25,Expert_2,0.08826199918985367,3,3,200
Sample_25,Expert_3,0.020569803193211555,3,3,200
Sample_25,Expert_4,0.8802881240844727,3,3,200
Sample_26,Expert_1,0.04198870435357094,6,3,200
Sample_26,Expert_2,0.22718077898025513,6,3,200
Sample_26,Expert_3,0.4837457537651062,6,3,200
Sample_26,Expert_4,0.24708479642868042,6,3,200
Sample_27,Expert_1,0.005443349946290255,6,3,200
Sample_27,Expert_2,0.029617303982377052,6,3,200
Sample_27,Expert_3,0.9210061430931091,6,3,200
Sample_27,Expert_4,0.04393313080072403,6,3,200
Sample_28,Expert_1,0.0347893051803112,2,3,200
Sample_28,Expert_2,0.15191355347633362,2,3,200
Sample_28,Expert_3,0.07823938131332397,2,3,200
Sample_28,Expert_4,0.7350577712059021,2,3,200
Sample_29,Expert_1,0.08789083361625671,0,3,200
Sample_29,Expert_2,0.19752046465873718,0,3,200
Sample_29,Expert_3,0.008437199518084526,0,3,200
Sample_29,Expert_4,0.7061514854431152,0,3,200
Sample_30,Expert_1,0.005315766669809818,0,3,200
Sample_30,Expert_2,0.9081110954284668,0,3,200
Sample_30,Expert_3,0.014734686352312565,0,3,200
Sample_30,Expert_4,0.07183840125799179,0,3,200
Sample_31,Expert_1,0.005599373951554298,8,3,200
Sample_31,Expert_2,0.6309941411018372,8,3,200
Sample_31,Expert_3,0.05269947648048401,8,3,200
Sample_31,Expert_4,0.3107069730758667,8,3,200
Sample_32,Expert_1,0.7276294231414795,7,3,200
Sample_32,Expert_2,0.07615947723388672,7,3,200
Sample_32,Expert_3,0.07951615005731583,7,3,200
Sample_32,Expert_4,0.11669503152370453,7,3,200
Sample_33,Expert_1,0.0553586371243,1,3,200
Sample_33,Expert_2,0.13327071070671082,1,3,200
Sample_33,Expert_3,0.7457898855209351,1,3,200
Sample_33,Expert_4,0.06558080017566681,1,3,200
Sample_34,Expert_1,0.7031456828117371,9,3,200
Sample_34,Expert_2,0.13094879686832428,9,3,200
Sample_34,Expert_3,0.03140657767653465,9,3,200
Sample_34,Expert_4,0.1344989836215973,9,3,200
Sample_35,Expert_1,0.012165402062237263,8,3,200
Sample_35,Expert_2,0.16280002892017365,8,3,200
Sample_35,Expert_3,0.004311502445489168,8,3,200
Sample_35,Expert_4,0.8207231760025024,8,3,200
Sample_36,Expert_1,0.31942635774612427,9,3,200
